,LAT,LON,YEAR,DOY,T2M,QV2M,GWETROOT,PRECTOTCORR
9998,19.5,80.0,2025,29,25.02,8.3,0.57,0.0
9999,20.0,73.75,2025,29,25.4,4.81,0.58,0.0
10000,20.0,74.375,2025,29,25.45,4.88,0.58,0.0
10001,20.0,75.0,2025,29,26.12,4.88,0.59,0.0
10002,20.0,75.625,2025,29,25.96,5.48,0.6,0.0
10003,20.0,76.25,2025,29,25.75,5.83,0.6,0.0
10004,20.0,76.875,2025,29,25.57,6.2,0.58,0.0
10005,20.0,77.5,2025,29,24.87,6.71,0.56,0.0
10006,20.0,78.125,2025,29,25.12,6.53,0.56,0.0
10007,20.0,78.75,2025,29,25.03,6.41,0.59,0.0
10008,20.0,79.375,2025,29,24.67,7.15,0.58,0.0
10009,20.0,80.0,2025,29,24.08,7.93,0.54,0.0
10010,18.0,73.75,2025,30,23.04,8.93,0.53,0.0
10011,18.0,74.375,2025,30,23.93,7.87,0.59,0.0
10012,18.0,75.0,2025,30,25.21,7.34,0.6,0.0
10013,18.0,75.625,2025,30,24.91,7.28,0.6,0.0
10014,18.0,76.25,2025,30,24.69,7.32,0.6,0.0
10015,18.0,76.875,2025,30,24.76,7.57,0.6,0.0
10016,18.0,77.5,2025,30,24.76,7.98,0.58,0.0
10017,18.0,78.125,2025,30,24.67,8.65,0.46,0.0
10018,18.0,78.75,2025,30,23.87,9.68,0.47,0.0
10019,18.0,79.375,2025,30,24.01,11.02,0.48,0.0
10020,18.0,80.0,2025,30,24.44,11.68,0.48,0.0
10021,18.5,73.75,2025,30,21.95,8.69,0.57,0.0
10022,18.5,74.375,2025,30,23.95,7.14,0.59,0.0
10023,18.5,75.0,2025,30,24.82,6.71,0.6,0.0
10024,18.5,75.625,2025,30,24.47,6.83,0.6,0.0
10025,18.5,76.25,2025,30,24.64,6.92,0.59,0.0
10026,18.5,76.875,2025,30,25.43,7.32,0.59,0.0
10027,18.5,77.5,2025,30,25.83,7.64,0.59,0.0
10028,18.5,78.125,2025,30,25.71,8.24,0.53,0.0
10029,18.5,78.75,2025,30,25.4,8.92,0.53,0.0
10030,18.5,79.375,2025,30,25.0,10.24,0.53,0.0
10031,18.5,80.0,2025,30,25.16,10.78,0.5,0.0
10032,19.0,73.75,2025,30,22.42,7.84,0.53,0.0
10033,19.0,74.375,2025,30,23.14,6.63,0.56,0.0
10034,19.0,75.0,2025,30,24.6,5.75,0.6,0.0
10035,19.0,75.625,2025,30,25.28,5.79,0.59,0.0
10036,19.0,76.25,2025,30,25.76,6.12,0.59,0.0
10037,19.0,76.875,2025,30,26.24,6.91,0.59,0.0
10038,19.0,77.5,2025,30,26.12,7.48,0.56,0.0
10039,19.0,78.125,2025,30,26.1,7.88,0.57,0.0
10040,19.0,78.75,2025,30,25.8,8.58,0.54,0.0
10041,19.0,79.375,2025,30,25.6,9.4,0.56,0.0
10042,19.0,80.0,2025,30,25.44,9.97,0.56,0.0
10043,19.5,73.75,2025,30,23.59,6.26,0.54,0.0
10044,19.5,74.375,2025,30,23.49,5.92,0.55,0.0
10045,19.5,75.0,2025,30,24.97,5.04,0.59,0.0
10046,19.5,75.625,2025,30,25.83,5.19,0.59,0.0
10047,19.5,76.25,2025,30,26.41,5.54,0.59,0.0
10048,19.5,76.875,2025,30,26.12,6.47,0.58,0.0
10049,19.5,77.5,2025,30,25.69,7.45,0.53,0.0
10050,19.5,78.125,2025,30,25.99,7.76,0.55,0.0
10051,19.5,78.75,2025,30,25.7,8.38,0.52,0.0
10052,19.5,79.375,2025,30,25.56,8.92,0.54,0.0
10053,19.5,80.0,2025,30,25.18,9.44,0.57,0.0
10054,20.0,73.75,2025,30,24.01,5.17,0.58,0.0
10055,20.0,74.375,2025,30,24.39,5.12,0.58,0.0
10056,20.0,75.0,2025,30,24.88,4.74,0.59,0.0
10057,20.0,75.625,2025,30,24.78,5.05,0.6,0.0
10058,20.0,76.25,2025,30,25.49,5.49,0.6,0.0
10059,20.0,76.875,2025,30,25.43,6.1,0.57,0.0
10060,20.0,77.5,2025,30,25.29,7.04,0.56,0.0
10061,20.0,78.125,2025,30,25.93,7.55,0.56,0.0
10062,20.0,78.75,2025,30,26.14,7.94,0.59,0.0
10063,20.0,79.375,2025,30,25.72,8.42,0.58,0.0
10064,20.0,80.0,2025,30,24.69,9.02,0.54,0.0
10065,18.0,73.75,2025,31,22.78,8.51,0.53,0.0
10066,18.0,74.375,2025,31,23.57,7.71,0.59,0.0
10067,18.0,75.0,2025,31,24.99,7.01,0.6,0.0
10068,18.0,75.625,2025,31,25.6,6.53,0.6,0.0
10069,18.0,76.25,2025,31,25.47,6.11,0.6,0.0
10070,18.0,76.875,2025,31,24.95,6.34,0.6,0.0
10071,18.0,77.5,2025,31,25.3,7.18,0.58,0.0
10072,18.0,78.125,2025,31,25.34,7.7,0.46,0.0
10073,18.0,78.75,2025,31,24.7,8.03,0.47,0.0
10074,18.0,79.375,2025,31,24.87,8.77,0.47,0.0
10075,18.0,80.0,2025,31,25.03,9.22,0.48,0.0
10076,18.5,73.75,2025,31,21.73,8.28,0.56,0.0
10077,18.5,74.375,2025,31,23.74,7.2,0.59,0.0
10078,18.5,75.0,2025,31,24.34,6.68,0.6,0.0
10079,18.5,75.625,2025,31,24.46,6.2,0.6,0.0
10080,18.5,76.25,2025,31,24.85,5.78,0.59,0.0
10081,18.5,76.875,2025,31,25.35,5.88,0.59,0.0
10082,18.5,77.5,2025,31,25.99,6.85,0.59,0.0
10083,18.5,78.125,2025,31,25.95,7.72,0.53,0.0
10084,18.5,78.75,2025,31,26.02,7.78,0.53,0.0
10085,18.5,79.375,2025,31,25.97,8.53,0.53,0.0
10086,18.5,80.0,2025,31,26.04,8.73,0.5,0.0
10087,19.0,73.75,2025,31,22.02,7.63,0.53,0.0
10088,19.0,74.375,2025,31,22.87,6.95,0.55,0.0
10089,19.0,75.0,2025,31,24.07,6.24,0.6,0.0
10090,19.0,75.625,2025,31,24.54,5.72,0.59,0.0
10091,19.0,76.25,2025,31,25.14,5.36,0.59,0.0
10092,19.0,76.875,2025,31,25.93,5.46,0.59,0.0
10093,19.0,77.5,2025,31,26.14,6.17,0.56,0.0
10094,19.0,78.125,2025,31,25.94,7.44,0.57,0.0
10095,19.0,78.75,2025,31,26.11,7.96,0.54,0.0
10096,19.0,79.375,2025,31,26.49,8.28,0.56,0.0
10097,19.0,80.0,2025,31,26.46,8.52,0.56,0.0
10098,19.5,73.75,2025,31,22.62,6.4,0.54,0.0
10099,19.5,74.375,2025,31,22.84,6.31,0.55,0.0
10100,19.5,75.0,2025,31,24.36,5.79,0.59,0.0
10101,19.5,75.625,2025,31,24.93,5.58,0.59,0.0
10102,19.5,76.25,2025,31,25.45,5.3,0.59,0.0
10103,19.5,76.875,2025,31,25.8,5.41,0.58,0.0
10104,19.5,77.5,2025,31,25.86,5.97,0.53,0.0
10105,19.5,78.125,2025,31,25.85,6.98,0.55,0.0
10106,19.5,78.75,2025,31,25.72,8.13,0.52,0.0
10107,19.5,79.375,2025,31,26.14,8.48,0.54,0.0
10108,19.5,80.0,2025,31,26.21,8.74,0.57,0.0
10109,20.0,73.75,2025,31,22.53,5.64,0.58,0.0
10110,20.0,74.375,2025,31,23.32,5.56,0.58,0.0
10111,20.0,75.0,2025,31,24.17,5.44,0.59,0.0
10112,20.0,75.625,2025,31,24.21,5.5,0.6,0.0
10113,20.0,76.25,2025,31,24.72,5.52,0.6,0.0
10114,20.0,76.875,2025,31,25.18,5.65,0.57,0.0
10115,20.0,77.5,2025,31,25.64,6.09,0.56,0.0
10116,20.0,78.125,2025,31,26.15,6.53,0.56,0.0
10117,20.0,78.75,2025,31,26.17,7.66,0.59,0.0
10118,20.0,79.375,2025,31,26.12,8.58,0.58,0.0
10119,20.0,80.0,2025,31,25.71,9.19,0.54,0.0
10120,18.0,73.75,2025,32,22.48,8.39,0.53,0.0
10121,18.0,74.375,2025,32,23.66,7.73,0.59,0.0
10122,18.0,75.0,2025,32,24.99,7.14,0.6,0.0
10123,18.0,75.625,2025,32,25.4,6.74,0.6,0.0
10124,18.0,76.25,2025,32,25.79,6.16,0.6,0.0
10125,18.0,76.875,2025,32,25.87,6.05,0.6,0.0
10126,18.0,77.5,2025,32,25.59,6.48,0.58,0.0
10127,18.0,78.125,2025,32,25.53,7.33,0.46,0.0
10128,18.0,78.75,2025,32,24.79,8.1,0.47,0.0
10129,18.0,79.375,2025,32,25.07,9.14,0.47,0.0
10130,18.0,80.0,2025,32,25.59,9.89,0.47,0.0
10131,18.5,73.75,2025,32,21.37,8.4,0.56,0.0
10132,18.5,74.375,2025,32,23.91,7.27,0.59,0.0
10133,18.5,75.0,2025,32,24.65,6.76,0.6,0.0
10134,18.5,75.625,2025,32,24.62,6.4,0.6,0.0
10135,18.5,76.25,2025,32,25.21,5.95,0.59,0.0
10136,18.5,76.875,2025,32,26.14,5.68,0.59,0.0
10137,18.5,77.5,2025,32,26.14,6.01,0.59,0.0
10138,18.5,78.125,2025,32,26.12,7.02,0.53,0.0
10139,18.5,78.75,2025,32,26.16,7.42,0.53,0.0
10140,18.5,79.375,2025,32,26.1,8.47,0.53,0.0
10141,18.5,80.0,2025,32,26.43,9.03,0.5,0.0
10142,19.0,73.75,2025,32,21.6,7.89,0.53,0.0
10143,19.0,74.375,2025,32,23.01,7.13,0.55,0.0
10144,19.0,75.0,2025,32,24.4,6.43,0.59,0.0
10145,19.0,75.625,2025,32,24.9,5.99,0.59,0.0
10146,19.0,76.25,2025,32,25.66,5.69,0.59,0.0
10147,19.0,76.875,2025,32,26.38,5.65,0.59,0.0
10148,19.0,77.5,2025,32,26.24,5.81,0.56,0.0
10149,19.0,78.125,2025,32,26.19,6.62,0.57,0.0
10150,19.0,78.75,2025,32,26.39,7.2,0.54,0.0
10151,19.0,79.375,2025,32,26.6,7.77,0.56,0.0
10152,19.0,80.0,2025,32,26.77,8.28,0.56,0.0
10153,19.5,73.75,2025,32,22.23,6.68,0.54,0.0
10154,19.5,74.375,2025,32,22.84,6.57,0.55,0.0
10155,19.5,75.0,2025,32,24.56,6.1,0.59,0.0
10156,19.5,75.625,2025,32,25.3,5.87,0.59,0.0
10157,19.5,76.25,2025,32,26.06,5.63,0.59,0.0
10158,19.5,76.875,2025,32,26.07,5.83,0.58,0.0
10159,19.5,77.5,2025,32,25.87,6.18,0.53,0.0
10160,19.5,78.125,2025,32,26.21,6.47,0.55,0.0
10161,19.5,78.75,2025,32,26.23,7.12,0.52,0.0
10162,19.5,79.375,2025,32,26.35,7.55,0.54,0.0
10163,19.5,80.0,2025,32,26.44,7.92,0.57,0.0
10164,20.0,73.75,2025,32,22.2,5.88,0.58,0.0
10165,20.0,74.375,2025,32,23.19,5.81,0.58,0.0
10166,20.0,75.0,2025,32,24.2,5.8,0.59,0.0
10167,20.0,75.625,2025,32,24.34,5.84,0.6,0.0
10168,20.0,76.25,2025,32,24.9,5.81,0.6,0.0
10169,20.0,76.875,2025,32,25.08,6.09,0.57,0.0
10170,20.0,77.5,2025,32,25.4,6.53,0.56,0.0
10171,20.0,78.125,2025,32,26.43,6.5,0.56,0.0
10172,20.0,78.75,2025,32,26.72,6.87,0.59,0.0
10173,20.0,79.375,2025,32,26.49,7.44,0.58,0.0
10174,20.0,80.0,2025,32,25.91,8.01,0.54,0.0
10175,18.0,73.75,2025,33,23.4,8.83,0.53,0.0
10176,18.0,74.375,2025,33,24.71,8.09,0.58,0.0
10177,18.0,75.0,2025,33,26.11,7.63,0.6,0.0
10178,18.0,75.625,2025,33,26.89,7.12,0.6,0.0
10179,18.0,76.25,2025,33,26.54,6.59,0.6,0.0
10180,18.0,76.875,2025,33,25.82,6.59,0.6,0.0
10181,18.0,77.5,2025,33,25.84,6.86,0.58,0.0
10182,18.0,78.125,2025,33,25.94,7.24,0.46,0.0
10183,18.0,78.75,2025,33,25.02,7.97,0.47,0.0
10184,18.0,79.375,2025,33,25.5,9.21,0.47,0.0
10185,18.0,80.0,2025,33,26.12,9.86,0.47,0.0
10186,18.5,73.75,2025,33,22.28,8.67,0.56,0.0
10187,18.5,74.375,2025,33,24.74,7.32,0.59,0.0
10188,18.5,75.0,2025,33,25.67,7.15,0.6,0.0
10189,18.5,75.625,2025,33,26.2,7.07,0.6,0.0
10190,18.5,76.25,2025,33,26.61,6.56,0.59,0.0
10191,18.5,76.875,2025,33,26.51,6.41,0.59,0.0
10192,18.5,77.5,2025,33,26.53,6.76,0.59,0.0
10193,18.5,78.125,2025,33,26.73,7.13,0.52,0.0
10194,18.5,78.75,2025,33,26.52,7.34,0.53,0.0
10195,18.5,79.375,2025,33,26.64,8.44,0.53,0.0
10196,18.5,80.0,2025,33,27.07,8.95,0.5,0.0
10197,19.0,73.75,2025,33,22.46,8.1,0.53,0.0
10198,19.0,74.375,2025,33,23.57,7.07,0.55,0.0
10199,19.0,75.0,2025,33,25.22,6.5,0.59,0.0
10200,19.0,75.625,2025,33,26.05,6.76,0.59,0.0
10201,19.0,76.25,2025,33,26.74,6.58,0.59,0.0
10202,19.0,76.875,2025,33,27.32,6.34,0.59,0.0
10203,19.0,77.5,2025,33,26.71,6.64,0.56,0.0
10204,19.0,78.125,2025,33,26.69,7.08,0.57,0.0
10205,19.0,78.75,2025,33,26.79,7.27,0.54,0.0
10206,19.0,79.375,2025,33,27.14,7.74,0.56,0.0
10207,19.0,80.0,2025,33,27.1,8.23,0.56,0.0
10208,19.5,73.75,2025,33,23.14,6.69,0.54,0.0
10209,19.5,74.375,2025,33,23.33,6.49,0.55,0.0
10210,19.5,75.0,2025,33,25.29,5.96,0.59,0.0
10211,19.5,75.625,2025,33,26.13,6.58,0.59,0.0
10212,19.5,76.25,2025,33,26.52,6.7,0.59,0.0
10213,19.5,76.875,2025,33,26.98,6.54,0.58,0.0
10214,19.5,77.5,2025,33,26.55,6.79,0.53,0.0
10215,19.5,78.125,2025,33,26.47,7.2,0.55,0.0
10216,19.5,78.75,2025,33,26.51,7.46,0.52,0.0
10217,19.5,79.375,2025,33,26.93,7.63,0.54,0.0
10218,19.5,80.0,2025,33,26.6,7.93,0.57,0.0
10219,20.0,73.75,2025,33,23.44,5.52,0.58,0.0
10220,20.0,74.375,2025,33,23.88,5.66,0.58,0.0
10221,20.0,75.0,2025,33,24.78,5.63,0.59,0.0
10222,20.0,75.625,2025,33,24.79,6.48,0.59,0.0
10223,20.0,76.25,2025,33,25.01,6.88,0.6,0.0
10224,20.0,76.875,2025,33,25.62,6.81,0.57,0.0
10225,20.0,77.5,2025,33,26.31,7.04,0.56,0.0
10226,20.0,78.125,2025,33,26.73,7.3,0.56,0.0
10227,20.0,78.75,2025,33,26.81,7.54,0.59,0.0
10228,20.0,79.375,2025,33,27.14,7.78,0.58,0.0
10229,20.0,80.0,2025,33,26.41,8.11,0.54,0.0
10230,18.0,73.75,2025,34,24.01,8.75,0.53,0.0
10231,18.0,74.375,2025,34,25.46,7.24,0.58,0.0
10232,18.0,75.0,2025,34,25.94,6.69,0.6,0.0
10233,18.0,75.625,2025,34,25.69,6.44,0.6,0.0
10234,18.0,76.25,2025,34,25.33,6.17,0.6,0.0
10235,18.0,76.875,2025,34,25.54,6.26,0.59,0.0
10236,18.0,77.5,2025,34,26.06,6.55,0.58,0.0
10237,18.0,78.125,2025,34,26.1,7.12,0.46,0.0
10238,18.0,78.75,2025,34,25.66,7.78,0.47,0.0
10239,18.0,79.375,2025,34,26.5,8.73,0.47,0.0
10240,18.0,80.0,2025,34,26.91,9.25,0.47,0.0
10241,18.5,73.75,2025,34,22.85,9.12,0.56,0.0
10242,18.5,74.375,2025,34,25.61,7.27,0.59,0.0
10243,18.5,75.0,2025,34,26.29,6.62,0.6,0.0
10244,18.5,75.625,2025,34,25.8,6.38,0.6,0.0
10245,18.5,76.25,2025,34,25.71,6.01,0.59,0.0
10246,18.5,76.875,2025,34,26.12,6.19,0.59,0.0
10247,18.5,77.5,2025,34,26.86,6.57,0.59,0.0
10248,18.5,78.125,2025,34,27.01,6.96,0.52,0.0
10249,18.5,78.75,2025,34,27.08,7.14,0.53,0.0
10250,18.5,79.375,2025,34,27.69,7.93,0.53,0.0
10251,18.5,80.0,2025,34,27.99,8.24,0.5,0.0
10252,19.0,73.75,2025,34,23.11,8.73,0.53,0.0
10253,19.0,74.375,2025,34,24.49,7.45,0.55,0.0
10254,19.0,75.0,2025,34,26.27,6.43,0.59,0.0
10255,19.0,75.625,2025,34,26.63,6.12,0.59,0.0
10256,19.0,76.25,2025,34,26.67,5.94,0.59,0.0
10257,19.0,76.875,2025,34,26.79,6.24,0.59,0.0
10258,19.0,77.5,2025,34,26.97,6.67,0.56,0.0
10259,19.0,78.125,2025,34,27.25,6.85,0.57,0.0
10260,19.0,78.75,2025,34,27.55,7.09,0.54,0.0
10261,19.0,79.375,2025,34,28.31,7.34,0.56,0.0
10262,19.0,80.0,2025,34,28.18,7.78,0.56,0.0
10263,19.5,73.75,2025,34,23.92,7.43,0.54,0.0
10264,19.5,74.375,2025,34,24.49,7.11,0.55,0.0
10265,19.5,75.0,2025,34,26.29,6.32,0.59,0.0
10266,19.5,75.625,2025,34,26.79,6.21,0.59,0.0
10267,19.5,76.25,2025,34,26.8,6.18,0.59,0.0
10268,19.5,76.875,2025,34,26.64,6.49,0.58,0.0
10269,19.5,77.5,2025,34,26.58,6.93,0.53,0.0
10270,19.5,78.125,2025,34,27.2,7.0,0.55,0.0
10271,19.5,78.75,2025,34,27.55,7.27,0.52,0.0
10272,19.5,79.375,2025,34,28.05,7.52,0.54,0.0
10273,19.5,80.0,2025,34,27.67,8.07,0.57,0.0
10274,20.0,73.75,2025,34,24.22,6.37,0.57,0.0
10275,20.0,74.375,2025,34,25.17,6.58,0.58,0.0
10276,20.0,75.0,2025,34,25.96,6.45,0.59,0.0
10277,20.0,75.625,2025,34,25.8,6.42,0.59,0.0
10278,20.0,76.25,2025,34,25.84,6.46,0.6,0.0
10279,20.0,76.875,2025,34,25.98,6.71,0.57,0.0
10280,20.0,77.5,2025,34,26.29,7.17,0.56,0.0
10281,20.0,78.125,2025,34,27.26,7.27,0.56,0.0
10282,20.0,78.75,2025,34,27.74,7.38,0.59,0.0
10283,20.0,79.375,2025,34,27.94,7.78,0.58,0.0
10284,20.0,80.0,2025,34,27.26,8.46,0.54,0.0
10285,18.0,73.75,2025,35,23.08,7.86,0.52,0.0
10286,18.0,74.375,2025,35,24.43,6.72,0.58,0.0
10287,18.0,75.0,2025,35,25.95,6.11,0.6,0.0
10288,18.0,75.625,2025,35,26.2,5.91,0.6,0.0
10289,18.0,76.25,2025,35,26.15,5.72,0.6,0.0
10290,18.0,76.875,2025,35,26.34,5.82,0.59,0.0
10291,18.0,77.5,2025,35,26.63,6.2,0.58,0.0
10292,18.0,78.125,2025,35,26.57,6.92,0.46,0.0
10293,18.0,78.75,2025,35,26.53,7.41,0.47,0.0
10294,18.0,79.375,2025,35,27.58,8.17,0.47,0.0
10295,18.0,80.0,2025,35,28.07,8.65,0.47,0.0
10296,18.5,73.75,2025,35,22.02,8.32,0.55,0.0
10297,18.5,74.375,2025,35,24.85,6.93,0.58,0.0
10298,18.5,75.0,2025,35,25.72,6.26,0.6,0.0
10299,18.5,75.625,2025,35,25.76,5.93,0.6,0.0
10300,18.5,76.25,2025,35,26.28,5.64,0.59,0.0
10301,18.5,76.875,2025,35,26.94,5.72,0.59,0.0
10302,18.5,77.5,2025,35,27.35,5.98,0.59,0.0
10303,18.5,78.125,2025,35,27.44,6.61,0.52,0.0
10304,18.5,78.75,2025,35,27.73,7.01,0.53,0.0
10305,18.5,79.375,2025,35,28.44,7.83,0.53,0.0
10306,18.5,80.0,2025,35,28.87,8.23,0.5,0.0
10307,19.0,73.75,2025,35,22.5,8.14,0.52,0.0
10308,19.0,74.375,2025,35,24.01,7.24,0.55,0.0
10309,19.0,75.0,2025,35,25.37,6.43,0.59,0.0
10310,19.0,75.625,2025,35,26.17,5.91,0.59,0.0
10311,19.0,76.25,2025,35,27.13,5.6,0.59,0.0
10312,19.0,76.875,2025,35,27.45,5.73,0.59,0.0
10313,19.0,77.5,2025,35,27.37,6.0,0.56,0.0
10314,19.0,78.125,2025,35,27.71,6.39,0.57,0.0
10315,19.0,78.75,2025,35,27.95,7.13,0.54,0.0
10316,19.0,79.375,2025,35,28.61,7.66,0.56,0.0
10317,19.0,80.0,2025,35,28.75,8.24,0.56,0.0
10318,19.5,73.75,2025,35,23.36,7.4,0.54,0.0
10319,19.5,74.375,2025,35,23.95,7.06,0.55,0.0
10320,19.5,75.0,2025,35,25.44,6.46,0.59,0.0
10321,19.5,75.625,2025,35,26.45,6.05,0.59,0.0
10322,19.5,76.25,2025,35,27.45,5.73,0.59,0.0
10323,19.5,76.875,2025,35,27.24,5.91,0.58,0.0
10324,19.5,77.5,2025,35,26.88,6.28,0.53,0.0
10325,19.5,78.125,2025,35,27.63,6.47,0.55,0.0
10326,19.5,78.75,2025,35,27.76,7.31,0.52,0.0
10327,19.5,79.375,2025,35,28.04,7.96,0.54,0.0
10328,19.5,80.0,2025,35,28.12,8.35,0.57,0.0
10329,20.0,73.75,2025,35,23.61,6.9,0.57,0.0
10330,20.0,74.375,2025,35,24.6,6.73,0.58,0.0
10331,20.0,75.0,2025,35,25.36,6.46,0.59,0.0
10332,20.0,75.625,2025,35,25.72,6.15,0.59,0.0
10333,20.0,76.25,2025,35,26.76,5.94,0.59,0.0
10334,20.0,76.875,2025,35,26.93,6.14,0.57,0.0
10335,20.0,77.5,2025,35,26.74,6.57,0.56,0.0
10336,20.0,78.125,2025,35,27.76,6.66,0.56,0.0
10337,20.0,78.75,2025,35,28.07,7.23,0.59,0.0
10338,20.0,79.375,2025,35,28.04,7.93,0.58,0.0
10339,20.0,80.0,2025,35,27.68,8.2,0.54,0.0
10340,18.0,73.75,2025,36,23.0,8.32,0.52,0.0
10341,18.0,74.375,2025,36,23.55,7.68,0.58,0.0
10342,18.0,75.0,2025,36,24.88,7.22,0.6,0.0
10343,18.0,75.625,2025,36,25.88,6.53,0.6,0.0
10344,18.0,76.25,2025,36,25.93,6.17,0.6,0.0
10345,18.0,76.875,2025,36,25.8,6.64,0.59,0.0
10346,18.0,77.5,2025,36,26.32,7.18,0.58,0.0
10347,18.0,78.125,2025,36,26.67,7.43,0.46,0.0
10348,18.0,78.75,2025,36,26.36,7.74,0.47,0.0
10349,18.0,79.375,2025,36,27.05,8.52,0.47,0.0
10350,18.0,80.0,2025,36,27.52,8.98,0.47,0.0
10351,18.5,73.75,2025,36,21.81,8.45,0.55,0.0
10352,18.5,74.375,2025,36,24.08,7.13,0.58,0.0
10353,18.5,75.0,2025,36,24.52,6.89,0.6,0.0
10354,18.5,75.625,2025,36,24.93,6.49,0.6,0.0
10355,18.5,76.25,2025,36,25.28,5.86,0.59,0.0
10356,18.5,76.875,2025,36,25.69,5.9,0.59,0.0
10357,18.5,77.5,2025,36,26.6,6.73,0.59,0.0
10358,18.5,78.125,2025,36,27.03,7.22,0.52,0.0
10359,18.5,78.75,2025,36,27.47,7.37,0.53,0.0
10360,18.5,79.375,2025,36,28.01,8.16,0.53,0.0
10361,18.5,80.0,2025,36,28.55,8.41,0.5,0.0
10362,19.0,73.75,2025,36,21.88,7.92,0.52,0.0
10363,19.0,74.375,2025,36,23.35,6.98,0.55,0.0
10364,19.0,75.0,2025,36,24.35,6.51,0.59,0.0
10365,19.0,75.625,2025,36,24.74,6.44,0.59,0.0
10366,19.0,76.25,2025,36,25.32,6.03,0.59,0.0
10367,19.0,76.875,2025,36,26.02,5.7,0.59,0.0
10368,19.0,77.5,2025,36,26.68,6.41,0.56,0.0
10369,19.0,78.125,2025,36,27.04,6.98,0.57,0.0
10370,19.0,78.75,2025,36,27.65,7.34,0.54,0.0
10371,19.0,79.375,2025,36,28.45,7.67,0.56,0.0
10372,19.0,80.0,2025,36,28.74,8.03,0.56,0.0
10373,19.5,73.75,2025,36,22.52,6.5,0.53,0.0
10374,19.5,74.375,2025,36,23.2,6.49,0.55,0.0
10375,19.5,75.0,2025,36,24.65,6.14,0.59,0.0
10376,19.5,75.625,2025,36,24.97,6.32,0.59,0.0
10377,19.5,76.25,2025,36,25.47,6.25,0.59,0.0
10378,19.5,76.875,2025,36,25.79,6.16,0.58,0.0
10379,19.5,77.5,2025,36,26.15,6.63,0.53,0.0
10380,19.5,78.125,2025,36,26.91,7.01,0.55,0.0
10381,19.5,78.75,2025,36,27.39,7.44,0.52,0.0
10382,19.5,79.375,2025,36,27.99,7.68,0.54,0.0
10383,19.5,80.0,2025,36,27.96,8.07,0.57,0.0
10384,20.0,73.75,2025,36,22.7,5.28,0.57,0.0
10385,20.0,74.375,2025,36,23.56,5.66,0.58,0.0
10386,20.0,75.0,2025,36,24.3,5.81,0.59,0.0
10387,20.0,75.625,2025,36,24.16,6.21,0.59,0.0
10388,20.0,76.25,2025,36,24.44,6.47,0.59,0.0
10389,20.0,76.875,2025,36,24.88,6.64,0.57,0.0
10390,20.0,77.5,2025,36,25.57,6.85,0.56,0.0
10391,20.0,78.125,2025,36,26.85,7.09,0.56,0.0
10392,20.0,78.75,2025,36,27.53,7.41,0.59,0.0
10393,20.0,79.375,2025,36,27.71,7.71,0.58,0.0
10394,20.0,80.0,2025,36,27.31,8.21,0.54,0.0
10395,18.0,73.75,2025,37,24.39,8.3,0.52,0.0
10396,18.0,74.375,2025,37,24.51,7.5,0.58,0.0
10397,18.0,75.0,2025,37,25.73,7.28,0.6,0.0
10398,18.0,75.625,2025,37,26.42,7.07,0.6,0.0
10399,18.0,76.25,2025,37,26.2,7.09,0.59,0.0
10400,18.0,76.875,2025,37,26.21,7.32,0.59,0.0
10401,18.0,77.5,2025,37,26.48,7.61,0.58,0.0
10402,18.0,78.125,2025,37,26.27,8.14,0.46,0.0
10403,18.0,78.75,2025,37,25.85,8.34,0.47,0.0
10404,18.0,79.375,2025,37,26.41,8.95,0.47,0.0
10405,18.0,80.0,2025,37,26.81,9.3,0.47,0.0
10406,18.5,73.75,2025,37,23.42,8.5,0.55,0.0
10407,18.5,74.375,2025,37,25.03,6.98,0.58,0.0
10408,18.5,75.0,2025,37,25.59,6.89,0.6,0.0
10409,18.5,75.625,2025,37,25.72,6.96,0.6,0.0
10410,18.5,76.25,2025,37,25.83,7.02,0.59,0.0
10411,18.5,76.875,2025,37,26.26,7.2,0.59,0.0
10412,18.5,77.5,2025,37,26.97,7.46,0.59,0.0
10413,18.5,78.125,2025,37,26.89,7.8,0.52,0.0
10414,18.5,78.75,2025,37,26.9,7.81,0.53,0.0
10415,18.5,79.375,2025,37,27.27,8.25,0.53,0.0
10416,18.5,80.0,2025,37,27.62,8.31,0.5,0.0
10417,19.0,73.75,2025,37,23.59,8.22,0.52,0.0
10418,19.0,74.375,2025,37,24.05,7.29,0.55,0.0
10419,19.0,75.0,2025,37,24.93,6.94,0.59,0.0
10420,19.0,75.625,2025,37,25.43,7.09,0.59,0.0
10421,19.0,76.25,2025,37,25.92,7.27,0.59,0.0
10422,19.0,76.875,2025,37,26.34,7.4,0.59,0.0
10423,19.0,77.5,2025,37,26.66,7.51,0.56,0.0
10424,19.0,78.125,2025,37,26.74,7.6,0.57,0.0
10425,19.0,78.75,2025,37,26.86,7.8,0.54,0.0
10426,19.0,79.375,2025,37,27.49,7.89,0.56,0.0
10427,19.0,80.0,2025,37,27.97,7.93,0.56,0.0
10428,19.5,73.75,2025,37,24.03,7.4,0.53,0.0
10429,19.5,74.375,2025,37,23.7,7.38,0.55,0.0
10430,19.5,75.0,2025,37,24.84,7.18,0.59,0.0
10431,19.5,75.625,2025,37,25.44,7.39,0.59,0.0
10432,19.5,76.25,2025,37,25.88,7.57,0.59,0.0
10433,19.5,76.875,2025,37,25.89,7.72,0.58,0.0
